text,summary
"The Securities and Exchange Commission adopted rules on Wednesday that are expected to allow individual investors to get better prices on many trades, particularly in the Nasdaq stock market, where brokers are likely to see their profit margins decline substantially.",New rules may help investors get better prices.
Australian deputy prime minister and employment minister Julia Millard said the global recession was hitting Australia following new figures revealed that the unemployment rate rose in May.,Blessing rates rise in Australia.
Czech foreign minister karl schwarzenberg on monday played down the significance of a move by U.S. lawmakers to cut the budget for the extension of its antimissile shield to central europe.,Czech downplays budget threat to us missile shield.
"Tropical storm life formed in the South China Sea Thursday afternoon and was forecast to bring heavy rain to parts of Taiwan starting Friday, said China's central meteorological station.",Tropical storm life forms in south china sea.
"California Gov. Arnold Schwarzenegger, ruffled by a court ruling that he illegally took out a.million bank loan to support his election campaign, said Tuesday he would pay back the money himself rather than seek the funds from political donors.","Schwarzenegger calls judge's ruling against him ""great"""
A fixed-budget Chinese film show opened in Bangladesh's capital on Tuesday to mark the th anniversary of the founding of the People's Republic of China and as the prelude to the kickstart of UNK confucius classroom in October.,Chinese film show opens in Bangladesh.
"A man was charged Thursday with killing a horse with a bow and arrow and wounding another horse and a dog with a shotgun, an attack allegedly spared by an unsuccessful deer hunt.",Hunter charged with UNK killing in horse shotgun attack.
"Oil prices resounded slightly on Tuesday, supported by strikes at refineries and a cold snap in western Europe, but gains were tapped by concerns over falling energy demand worldwide, traders said.","Oil prices rise on strikes, cold weather."
French bank and Paris confirmed on Sunday that it had taken control of ailing finance group Forts's arms in Belgium and Luxembourg to create the leading European bank in terms of deposits.,Paris confirms Forts deal.
"Consumer confidence fell to its lowest level since November this month, continuing a three-month decline that has analysts questioning whether consumer spending will continue to prop up the lagging economy, the New York-based conference board said Tuesday.",Consumer confidence falls in August.
At first glance the story of the women's long jump Monday night was that Marion Jones did not win it and that a Spaniard named UNK Montalvo did.,Jones misses the gold and the controversy.
"Texas public utility commissioner Brest German, or his staff, met with union executives on at least two occasions over the past two years, according to documents released Tuesday by a consumer advocacy group.",Consumer advocates want to clean up conflict of interest laws.
Sick fans held off tax burrow and nighttime world champion belly slater to win the Association of Surging Professional Tour for the first time on Tuesday.,"Australia fanning wins, surging world title in Brazil."
A new guide produced by France's tourism ministry advises businesspeople not to mention time taiwan and the tiananmen square crackdown on prodemocracy demonstrators when negotiating with the chinese.,Don't discuss tiananmen time or taiwan. French government advises businesspeople.
